#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1247	146206	ENTREZ_GENE	CARMIL2	CARMIL2b|LRRC16C|RLTPR	9606	Homo sapiens	-1.47	0.019288224	0.071015896	-	-	NO	BioGRID ORCS
1247	43	ENTREZ_GENE	ACHE	ACEE|ARACHE|N-ACHE|YT	9606	Homo sapiens	-1.46	0.013766183	0.054315034	-	-	NO	BioGRID ORCS
1247	119	ENTREZ_GENE	ADD2	ADDB	9606	Homo sapiens	-1.46	0.011395506	0.046808658	-	-	NO	BioGRID ORCS
1247	1174	ENTREZ_GENE	AP1S1	AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A|WUGSC:H_DJ0747G18.2	9606	Homo sapiens	-1.46	0.001543744	0.009376884	-	-	NO	BioGRID ORCS
1247	2224	ENTREZ_GENE	FDPS	FPPS|FPS|POROK9	9606	Homo sapiens	-1.46	0.003248591	0.017242811	-	-	NO	BioGRID ORCS
1247	3036	ENTREZ_GENE	HAS1	HAS	9606	Homo sapiens	-1.46	0.137241154	0.295039222	-	-	NO	BioGRID ORCS
1247	5023	ENTREZ_GENE	P2RX1	P2X1	9606	Homo sapiens	-1.46	0.074296525	0.192614199	-	-	NO	BioGRID ORCS
1247	5152	ENTREZ_GENE	PDE9A	HSPDE9A2	9606	Homo sapiens	-1.46	0.029822392	0.098811691	-	-	NO	BioGRID ORCS
1247	5506	ENTREZ_GENE	PPP1R3A	GM|PP1G|PPP1R3	9606	Homo sapiens	-1.46	0.02174629	0.077967881	-	-	NO	BioGRID ORCS
1247	7110	ENTREZ_GENE	TMF1	ARA160|TMF	9606	Homo sapiens	-1.46	0.011271732	0.046376452	-	-	NO	BioGRID ORCS
1247	7142	ENTREZ_GENE	TNP2	TP2	9606	Homo sapiens	-1.46	0.002772533	0.015172295	-	-	NO	BioGRID ORCS
1247	7458	ENTREZ_GENE	EIF4H	WBSCR1|WSCR1|eIF-4H|KIAA0038	9606	Homo sapiens	-1.46	0.007796582	0.034939593	-	-	NO	BioGRID ORCS
1247	9338	ENTREZ_GENE	TCEAL1	SIIR|WEX9|p21|pp21	9606	Homo sapiens	-1.46	0.155796831	0.321365116	-	-	NO	BioGRID ORCS
1247	9412	ENTREZ_GENE	MED21	SRB7|SURB7|hSrb7	9606	Homo sapiens	-1.46	0.007670294	0.034483803	-	-	NO	BioGRID ORCS
1247	10131	ENTREZ_GENE	TRAP1	HSP 75|HSP75|HSP90L|TRAP-1	9606	Homo sapiens	-1.46	0.003741979	0.019349524	-	-	NO	BioGRID ORCS
1247	10656	ENTREZ_GENE	KHDRBS3	Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile	9606	Homo sapiens	-1.46	0.129512361	0.282937744	-	-	NO	BioGRID ORCS
1247	28317	ENTREZ_GENE	IGHV4OR15-8	IGHV4OR158|VSIG6	9606	Homo sapiens	-1.46	0.000365955	0.002780256	-	-	NO	BioGRID ORCS
1247	28674	ENTREZ_GENE	TRAV12-1	TCRAV12S1|TCRAV2S3|TRAV121	9606	Homo sapiens	-1.46	0.102541317	0.240913662	-	-	NO	BioGRID ORCS
1247	28784	ENTREZ_GENE	IGLV4-69	IGLV469|V5-6	9606	Homo sapiens	-1.46	0.000715168	0.004929508	-	-	NO	BioGRID ORCS
1247	29951	ENTREZ_GENE	PDZRN4	LNX4|SAMCAP3L|IMAGE5767589|FLJ33777|DKFZp434B0417	9606	Homo sapiens	-1.46	0.021896542	0.078359515	-	-	NO	BioGRID ORCS
1247	51068	ENTREZ_GENE	NMD3	CGI-07	9606	Homo sapiens	-1.46	7.7e-05	0.000731828	-	-	NO	BioGRID ORCS
1247	55112	ENTREZ_GENE	WDR60	FAP163|SRPS6|SRTD8|FLJ10300	9606	Homo sapiens	-1.46	0.036502784	0.114729593	-	-	NO	BioGRID ORCS
1247	57107	ENTREZ_GENE	PDSS2	C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1	9606	Homo sapiens	-1.46	0.022972766	0.081202658	-	-	NO	BioGRID ORCS
1247	57820	ENTREZ_GENE	CCNB1IP1	C14orf18|HEI10	9606	Homo sapiens	-1.46	0.002102111	0.012089105	-	-	NO	BioGRID ORCS
1247	60528	ENTREZ_GENE	ELAC2	COXPD17|ELC2|HPC2|FLJ10530	9606	Homo sapiens	-1.46	0.002785109	0.015220289	-	-	NO	BioGRID ORCS
1247	64779	ENTREZ_GENE	MTHFSD	FLJ12998	9606	Homo sapiens	-1.46	0.240959912	0.430007532	-	-	NO	BioGRID ORCS
1247	84717	ENTREZ_GENE	HDGFL2	HDGF-2|HDGF2|HDGFRP2|HRP-2|HRP2	9606	Homo sapiens	-1.46	0.03784389	0.117760103	-	-	NO	BioGRID ORCS
1247	85012	ENTREZ_GENE	TCEAL3	WEX8	9606	Homo sapiens	-1.46	0.001349017	0.008382521	-	-	NO	BioGRID ORCS
1247	89846	ENTREZ_GENE	FGD3	ZFYVE5|FLJ00004	9606	Homo sapiens	-1.46	0.001372962	0.008504878	-	-	NO	BioGRID ORCS
1247	116535	ENTREZ_GENE	MRGPRF	GPR140|GPR168|MRGF|RTA	9606	Homo sapiens	-1.46	0.165470985	0.334578688	-	-	NO	BioGRID ORCS
1247	147658	ENTREZ_GENE	ZNF534	KRBO3|FLJ25344	9606	Homo sapiens	-1.46	0.006653746	0.030741291	-	-	NO	BioGRID ORCS
1247	153218	ENTREZ_GENE	SPINK13	HBVDNAPTP1|HESPINTOR|LiESP6|SPINK5L3	9606	Homo sapiens	-1.46	0.156907213	0.322740721	-	-	NO	BioGRID ORCS
1247	201633	ENTREZ_GENE	TIGIT	VSIG9|VSTM3|WUCAM|DKFZp667A205|FLJ39873	9606	Homo sapiens	-1.46	0.009047556	0.03919301	-	-	NO	BioGRID ORCS
1247	342538	ENTREZ_GENE	NACA2	ANAC|NACAL	9606	Homo sapiens	-1.46	0.001004697	0.006541815	-	-	NO	BioGRID ORCS
1247	390072	ENTREZ_GENE	OR52N4	OR11-64	9606	Homo sapiens	-1.46	0.017667995	0.066445217	-	-	NO	BioGRID ORCS
1247	440955	ENTREZ_GENE	TMEM89	-	9606	Homo sapiens	-1.46	0.001283079	0.008030187	-	-	NO	BioGRID ORCS
1247	442721	ENTREZ_GENE	LMOD2	C-LMOD|CLMOD	9606	Homo sapiens	-1.46	0.008919677	0.038751445	-	-	NO	BioGRID ORCS
1247	728255	ENTREZ_GENE	KRTAP1-4	KAP1.4|KRTAP1.4	9606	Homo sapiens	-1.46	0.02286157	0.08089541	-	-	NO	BioGRID ORCS
1247	93953	ENTREZ_GENE	GCNA	ACRC|NAAR1	9606	Homo sapiens	-1.46	0.311593192	0.508455808	-	-	NO	BioGRID ORCS
1247	703U	UNKNOWN	NSG2	-	9606	Homo sapiens	-1.46	0.157388546	0.323380741	-	-	NO	BioGRID ORCS
1247	221188	ENTREZ_GENE	ADGRG5	GPR114|PGR27	9606	Homo sapiens	-1.46	0.023077976	0.081430598	-	-	NO	BioGRID ORCS
1247	201254	ENTREZ_GENE	CENPX	CENP-X|D9|FAAP10|MHF2|STRA13	9606	Homo sapiens	-1.46	0.005295417	0.025669615	-	-	NO	BioGRID ORCS
1247	149U	UNKNOWN	RP11-321N4.5	-	9606	Homo sapiens	-1.46	0.131648401	0.286433062	-	-	NO	BioGRID ORCS
1247	382U	UNKNOWN	RP11-729L2.2	-	9606	Homo sapiens	-1.46	0.019749426	0.072288032	-	-	NO	BioGRID ORCS
1247	163	ENTREZ_GENE	AP2B1	ADTB2|AP105B|AP2-BETA|CLAPB1	9606	Homo sapiens	-1.45	0.118592228	0.266581169	-	-	NO	BioGRID ORCS
1247	930	ENTREZ_GENE	CD19	B4|CVID3	9606	Homo sapiens	-1.45	0.05225853	0.149536573	-	-	NO	BioGRID ORCS
1247	2947	ENTREZ_GENE	GSTM3	GST5|GSTB|GSTM3-3|GTM3	9606	Homo sapiens	-1.45	0.123263504	0.273378108	-	-	NO	BioGRID ORCS
1247	3070	ENTREZ_GENE	HELLS	ICF4|LSH|Nbla10143|PASG|SMARCA6	9606	Homo sapiens	-1.45	0.011421717	0.046897055	-	-	NO	BioGRID ORCS
1247	3570	ENTREZ_GENE	IL6R	CD126|IL-6R-1|IL-6RA|IL6Q|IL6RA|IL6RQ|gp80	9606	Homo sapiens	-1.45	0.010781367	0.04489467	-	-	NO	BioGRID ORCS
1247	4544	ENTREZ_GENE	MTNR1B	FGQTL2|MEL-1B-R|MT2	9606	Homo sapiens	-1.45	0.007336701	0.033334396	-	-	NO	BioGRID ORCS
1247	4958	ENTREZ_GENE	OMD	OSAD|SLRR2C|osteoadherin	9606	Homo sapiens	-1.45	0.021519517	0.077351116	-	-	NO	BioGRID ORCS
1247	5296	ENTREZ_GENE	PIK3R2	MPPH|MPPH1|P85B|p85|p85-BETA	9606	Homo sapiens	-1.45	0.000481312	0.003526683	-	-	NO	BioGRID ORCS
1247	5916	ENTREZ_GENE	RARG	NR1B3|RARC	9606	Homo sapiens	-1.45	0.002223099	0.012661137	-	-	NO	BioGRID ORCS
1247	7259	ENTREZ_GENE	TSPYL1	TSPYL	9606	Homo sapiens	-1.45	0.003039853	0.016340029	-	-	NO	BioGRID ORCS
1247	7579	ENTREZ_GENE	ZSCAN20	KOX29|ZFP-31|ZNF31|ZNF360	9606	Homo sapiens	-1.45	0.076710477	0.196452103	-	-	NO	BioGRID ORCS
1247	8192	ENTREZ_GENE	CLPP	DFNB81|PRLTS3	9606	Homo sapiens	-1.45	0.002913219	0.015806745	-	-	NO	BioGRID ORCS
1247	8802	ENTREZ_GENE	SUCLG1	GALPHA|MTDPS9|SUCLA1	9606	Homo sapiens	-1.45	0.104605398	0.244270646	-	-	NO	BioGRID ORCS
1247	9362	ENTREZ_GENE	CPNE6	-	9606	Homo sapiens	-1.45	0.024417782	0.085032735	-	-	NO	BioGRID ORCS
1247	9785	ENTREZ_GENE	DHX38	DDX38|PRP16|PRPF16|hPrp16|KIAA0224	9606	Homo sapiens	-1.45	0.028214354	0.094596618	-	-	NO	BioGRID ORCS
1247	9830	ENTREZ_GENE	TRIM14	KIAA0129	9606	Homo sapiens	-1.45	0.259663759	0.450803733	-	-	NO	BioGRID ORCS
1247	10599	ENTREZ_GENE	SLCO1B1	HBLRR|LST-1|LST1|OATP-C|OATP1B1|OATP2|OATPC|SLC21A6	9606	Homo sapiens	-1.45	0.119758812	0.268299323	-	-	NO	BioGRID ORCS
1247	23141	ENTREZ_GENE	ANKLE2	KIAA0692|LEMD7|Lem4|MCPH16	9606	Homo sapiens	-1.45	0.000179765	0.001523128	-	-	NO	BioGRID ORCS
1247	26580	ENTREZ_GENE	BSCL2	GNG3LG|HMN5|PELD|SPG17	9606	Homo sapiens	-1.45	0.134821459	0.291510585	-	-	NO	BioGRID ORCS
1247	29767	ENTREZ_GENE	TMOD2	N-TMOD|NTMOD	9606	Homo sapiens	-1.45	0.373395297	0.570564907	-	-	NO	BioGRID ORCS
1247	51373	ENTREZ_GENE	MRPS17	HSPC011|MRP-S17|RPMS17|S17mt	9606	Homo sapiens	-1.45	0.042760864	0.129083067	-	-	NO	BioGRID ORCS
1247	54361	ENTREZ_GENE	WNT4	SERKAL|WNT-4	9606	Homo sapiens	-1.45	0.025557408	0.087868971	-	-	NO	BioGRID ORCS
1247	55002	ENTREZ_GENE	TMCO3	C13orf11|FLJ20623	9606	Homo sapiens	-1.45	0.098088668	0.233581162	-	-	NO	BioGRID ORCS
1247	55083	ENTREZ_GENE	KIF26B	FLJ10157	9606	Homo sapiens	-1.45	0.141993194	0.301763833	-	-	NO	BioGRID ORCS
1247	55107	ENTREZ_GENE	ANO1	DOG1|ORAOV2|TAOS2|TMEM16A|FLJ10261	9606	Homo sapiens	-1.45	0.038113336	0.118359102	-	-	NO	BioGRID ORCS
1247	64786	ENTREZ_GENE	TBC1D15	RAB7-GAP|DKFZp761D0223|FLJ12085	9606	Homo sapiens	-1.45	0.002316051	0.013112048	-	-	NO	BioGRID ORCS
1247	79611	ENTREZ_GENE	ACSS3	FLJ21963	9606	Homo sapiens	-1.45	0.490042019	0.673102956	-	-	NO	BioGRID ORCS
1247	79894	ENTREZ_GENE	ZNF672	FLJ22301	9606	Homo sapiens	-1.45	0.048245397	0.140526578	-	-	NO	BioGRID ORCS
1247	80210	ENTREZ_GENE	ARMC9	ARM|KU-MEL-1|NS21|FLJ12584|KIAA1868	9606	Homo sapiens	-1.45	0.190749587	0.368595742	-	-	NO	BioGRID ORCS
1247	80727	ENTREZ_GENE	TTYH3	KIAA1691	9606	Homo sapiens	-1.45	0.382678021	0.579874939	-	-	NO	BioGRID ORCS
1247	80831	ENTREZ_GENE	APOL5	APOL-V|APOLV	9606	Homo sapiens	-1.45	0.047407437	0.138774615	-	-	NO	BioGRID ORCS
1247	81850	ENTREZ_GENE	KRTAP1-3	KAP1.2|KAP1.3|KAP1.6|KAP1.8A|KAP1.8B|KAP1.9|KRTAP1.3	9606	Homo sapiens	-1.45	0.167251727	0.336997736	-	-	NO	BioGRID ORCS
1247	84432	ENTREZ_GENE	PROK1	EGVEGF|PK1|PRK1	9606	Homo sapiens	-1.45	0.041126481	0.125539738	-	-	NO	BioGRID ORCS
1247	114883	ENTREZ_GENE	OSBPL9	ORP-9|ORP9	9606	Homo sapiens	-1.45	0.005706387	0.027232677	-	-	NO	BioGRID ORCS
1247	116844	ENTREZ_GENE	LRG1	HMFT1766|LRG	9606	Homo sapiens	-1.45	0.022201237	0.079090671	-	-	NO	BioGRID ORCS
1247	124045	ENTREZ_GENE	SPATA33	C16orf55|FLJ31606	9606	Homo sapiens	-1.45	0.009524451	0.040757113	-	-	NO	BioGRID ORCS
1247	129303	ENTREZ_GENE	TMEM150A	TM6P1|TMEM150|TTN1|FLJ90024	9606	Homo sapiens	-1.45	0.020113568	0.07333897	-	-	NO	BioGRID ORCS
1247	129807	ENTREZ_GENE	NEU4	-	9606	Homo sapiens	-1.45	0.008106714	0.036020764	-	-	NO	BioGRID ORCS
1247	148738	ENTREZ_GENE	HFE2	HFE2A|HJV|JH|RGMC|haemojuvelin|hemojuvelin	9606	Homo sapiens	-1.45	0.01272797	0.050993484	-	-	NO	BioGRID ORCS
1247	170850	ENTREZ_GENE	KCNG3	KV10.1|KV6.3	9606	Homo sapiens	-1.45	0.075770556	0.1949946	-	-	NO	BioGRID ORCS
1247	171017	ENTREZ_GENE	ZNF384	CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1	9606	Homo sapiens	-1.45	0.021761152	0.077995337	-	-	NO	BioGRID ORCS
1247	246330	ENTREZ_GENE	PELI3	-	9606	Homo sapiens	-1.45	0.007443439	0.033700806	-	-	NO	BioGRID ORCS
1247	729852	ENTREZ_GENE	UMAD1	RPA3-AS1|RPA3OS	9606	Homo sapiens	-1.45	0.045216216	0.134485119	-	-	NO	BioGRID ORCS
1247	283U	UNKNOWN	RP11-345J4.5	-	9606	Homo sapiens	-1.45	0.057815658	0.160745536	-	-	NO	BioGRID ORCS
1247	90580	ENTREZ_GENE	TIMM29	C19orf52|TIM29	9606	Homo sapiens	-1.45	0.008476454	0.037178148	-	-	NO	BioGRID ORCS
1247	350U	UNKNOWN	AC131097.4	-	9606	Homo sapiens	-1.45	0.003736485	0.019327886	-	-	NO	BioGRID ORCS
1247	30817	ENTREZ_GENE	ADGRE2	CD312|EMR2|VBU	9606	Homo sapiens	-1.45	0.045383468	0.134782092	-	-	NO	BioGRID ORCS
1247	1238	ENTREZ_GENE	ACKR2	CCBP2|CCR10|CCR9|CMKBR9|D6|hD6	9606	Homo sapiens	-1.44	0.020544747	0.074544141	-	-	NO	BioGRID ORCS
1247	2584	ENTREZ_GENE	GALK1	GALK|GK1|HEL-S-19	9606	Homo sapiens	-1.44	0.012822139	0.051319354	-	-	NO	BioGRID ORCS
1247	3082	ENTREZ_GENE	HGF	DFNB39|F-TCF|HGFB|HPTA|SF	9606	Homo sapiens	-1.44	0.010075483	0.042548969	-	-	NO	BioGRID ORCS
1247	3280	ENTREZ_GENE	HES1	HES-1|HHL|HRY|bHLHb39|FLJ20408	9606	Homo sapiens	-1.44	0.007339858	0.033341163	-	-	NO	BioGRID ORCS
1247	4125	ENTREZ_GENE	MAN2B1	LAMAN|MANB	9606	Homo sapiens	-1.44	0.067744689	0.180423921	-	-	NO	BioGRID ORCS
1247	4295	ENTREZ_GENE	MLN	-	9606	Homo sapiens	-1.44	0.050485796	0.145715067	-	-	NO	BioGRID ORCS
1247	4792	ENTREZ_GENE	NFKBIA	IKBA|MAD-3|NFKBI|IkappaBalpha	9606	Homo sapiens	-1.44	0.003974748	0.020301166	-	-	NO	BioGRID ORCS
1247	5149	ENTREZ_GENE	PDE6H	ACHM6|RCD3	9606	Homo sapiens	-1.44	0.150841052	0.314516963	-	-	NO	BioGRID ORCS
1247	5326	ENTREZ_GENE	PLAGL2	ZNF900	9606	Homo sapiens	-1.44	0.0309892	0.101666946	-	-	NO	BioGRID ORCS
1247	5564	ENTREZ_GENE	PRKAB1	AMPK|HAMPKb	9606	Homo sapiens	-1.44	0.045479719	0.135007787	-	-	NO	BioGRID ORCS
1247	6631	ENTREZ_GENE	SNRPC	U1C|Yhc1|U1-C	9606	Homo sapiens	-1.44	0.006812108	0.0313381	-	-	NO	BioGRID ORCS
1247	6834	ENTREZ_GENE	SURF1	CMT4K	9606	Homo sapiens	-1.44	0.007368324	0.033447675	-	-	NO	BioGRID ORCS
1247	7161	ENTREZ_GENE	TP73	P73	9606	Homo sapiens	-1.44	0.060455318	0.166464409	-	-	NO	BioGRID ORCS
1247	7727	ENTREZ_GENE	ZNF174	ZSCAN8	9606	Homo sapiens	-1.44	0.251392186	0.441342737	-	-	NO	BioGRID ORCS
1247	8467	ENTREZ_GENE	SMARCA5	ISWI|SNF2H|WCRF135|hISWI|hSNF2H	9606	Homo sapiens	-1.44	0.063645296	0.172633118	-	-	NO	BioGRID ORCS
1247	8681	ENTREZ_GENE	JMJD7-PLA2G4B	HsT16992|cPLA2-beta	9606	Homo sapiens	-1.44	0.02919263	0.097192113	-	-	NO	BioGRID ORCS
1247	8884	ENTREZ_GENE	SLC5A6	SMVT	9606	Homo sapiens	-1.44	0.267370847	0.460257185	-	-	NO	BioGRID ORCS
1247	9295	ENTREZ_GENE	SRSF11	NET2|SFRS11|dJ677H15.2|p54	9606	Homo sapiens	-1.44	0.008660694	0.037820316	-	-	NO	BioGRID ORCS
1247	10531	ENTREZ_GENE	PITRM1	MP1|PreP|KIAA1104|hMP1	9606	Homo sapiens	-1.44	0.031725309	0.103335931	-	-	NO	BioGRID ORCS
1247	10929	ENTREZ_GENE	SRSF8	DSM-1|SFRS2B|SRP46	9606	Homo sapiens	-1.44	0.018122033	0.067745033	-	-	NO	BioGRID ORCS
1247	23091	ENTREZ_GENE	ZC3H13	KIAA0853|DKFZp434D1812	9606	Homo sapiens	-1.44	0.041276558	0.125817997	-	-	NO	BioGRID ORCS
1247	26499	ENTREZ_GENE	PLEK2	-	9606	Homo sapiens	-1.44	0.114542857	0.26036137	-	-	NO	BioGRID ORCS
1247	28432	ENTREZ_GENE	IGHV3-35	IGHV335|VH	9606	Homo sapiens	-1.44	0.34337892	0.540731209	-	-	NO	BioGRID ORCS
1247	28833	ENTREZ_GENE	IGLJ1	J1	9606	Homo sapiens	-1.44	0.075967561	0.195307172	-	-	NO	BioGRID ORCS
1247	29923	ENTREZ_GENE	HILPDA	C7orf68|HIG-2|HIG2|FLJ21076	9606	Homo sapiens	-1.44	0.073733009	0.191700072	-	-	NO	BioGRID ORCS
1247	55720	ENTREZ_GENE	TSR1	FLJ10534	9606	Homo sapiens	-1.44	7.38e-05	0.000705539	-	-	NO	BioGRID ORCS
1247	57169	ENTREZ_GENE	ZNFX1	KIAA1404|FLJ11277	9606	Homo sapiens	-1.44	0.047418613	0.138774615	-	-	NO	BioGRID ORCS
1247	79735	ENTREZ_GENE	TBC1D17	FLJ12168	9606	Homo sapiens	-1.44	0.181670549	0.356495024	-	-	NO	BioGRID ORCS
1247	79998	ENTREZ_GENE	ANKRD53	FLJ12056|FLJ36160	9606	Homo sapiens	-1.44	0.039122598	0.120687359	-	-	NO	BioGRID ORCS
1247	80185	ENTREZ_GENE	TTI2	C8orf41|MRT39|FLJ23263	9606	Homo sapiens	-1.44	0.000706222	0.004879621	-	-	NO	BioGRID ORCS
1247	83882	ENTREZ_GENE	TSPAN10	OCSP	9606	Homo sapiens	-1.44	0.124840337	0.275865553	-	-	NO	BioGRID ORCS
1247	85446	ENTREZ_GENE	ZFHX2	ZFH-5|ZNF409|KIAA1056|KIAA1762	9606	Homo sapiens	-1.44	0.000851365	0.005708886	-	-	NO	BioGRID ORCS
1247	90523	ENTREZ_GENE	MLIP	C6orf142|CIP	9606	Homo sapiens	-1.44	0.031399594	0.102592529	-	-	NO	BioGRID ORCS
1247	91978	ENTREZ_GENE	TPGS1	C19orf20|GTRGEO22|PGs1	9606	Homo sapiens	-1.44	0.05644275	0.157828712	-	-	NO	BioGRID ORCS
1247	125061	ENTREZ_GENE	AFMID	FKF|KF|KFA|DKFZp686F03259	9606	Homo sapiens	-1.44	0.196293142	0.376217548	-	-	NO	BioGRID ORCS
1247	170572	ENTREZ_GENE	HTR3C	-	9606	Homo sapiens	-1.44	0.018324864	0.068335759	-	-	NO	BioGRID ORCS
1247	257160	ENTREZ_GENE	RNF214	DKFZp547C195	9606	Homo sapiens	-1.44	0.043740213	0.131252622	-	-	NO	BioGRID ORCS
1247	340990	ENTREZ_GENE	OTOG	DFNB18B|MLEMP|OTGN|FLJ46346	9606	Homo sapiens	-1.44	0.092847844	0.224523581	-	-	NO	BioGRID ORCS
1247	342035	ENTREZ_GENE	GLDN	CLOM|COLM|CRG-L2|CRGL2|LCCS11|UNC-112|colmedin	9606	Homo sapiens	-1.44	0.003557272	0.018572118	-	-	NO	BioGRID ORCS
1247	391192	ENTREZ_GENE	OR2L3	-	9606	Homo sapiens	-1.44	0.006478352	0.030125843	-	-	NO	BioGRID ORCS
1247	399671	ENTREZ_GENE	HEATR4	-	9606	Homo sapiens	-1.44	0.03804649	0.118188226	-	-	NO	BioGRID ORCS
1247	729747	ENTREZ_GENE	ZNF878	-	9606	Homo sapiens	-1.44	0.003596849	0.018734723	-	-	NO	BioGRID ORCS
1247	100130988	ENTREZ_GENE	C7orf72	-	9606	Homo sapiens	-1.44	0.150024183	0.313500216	-	-	NO	BioGRID ORCS
1247	616U	UNKNOWN	AC106873.4	-	9606	Homo sapiens	-1.44	0.063435997	0.172322536	-	-	NO	BioGRID ORCS
1247	284422	ENTREZ_GENE	SMIM24	C19orf77|HSPC323|MARDI	9606	Homo sapiens	-1.44	0.135634392	0.292761799	-	-	NO	BioGRID ORCS
1247	9747	ENTREZ_GENE	TCAF1	FAM115A|KIAA0738	9606	Homo sapiens	-1.44	0.014096871	0.055346757	-	-	NO	BioGRID ORCS
1247	441U	UNKNOWN	RP11-766F14.2	-	9606	Homo sapiens	-1.44	0.067571627	0.180106939	-	-	NO	BioGRID ORCS
1247	19	ENTREZ_GENE	ABCA1	ABC-1|ABC1|CERP|HDLDT1|TGD	9606	Homo sapiens	-1.43	0.008193413	0.036262835	-	-	NO	BioGRID ORCS
1247	1053	ENTREZ_GENE	CEBPE	C/EBP-epsilon|CRP1	9606	Homo sapiens	-1.43	0.026996597	0.091542131	-	-	NO	BioGRID ORCS
1247	2175	ENTREZ_GENE	FANCA	FA|FA-H|FA1|FAA|FACA|FAH|FANCH	9606	Homo sapiens	-1.43	0.002112485	0.012131317	-	-	NO	BioGRID ORCS
1247	5204	ENTREZ_GENE	PFDN5	MM-1|MM1|PFD5	9606	Homo sapiens	-1.43	6.69e-05	0.000644485	-	-	NO	BioGRID ORCS
1247	6547	ENTREZ_GENE	SLC8A3	NCX3	9606	Homo sapiens	-1.43	0.04221748	0.127983738	-	-	NO	BioGRID ORCS
1247	8764	ENTREZ_GENE	TNFRSF14	ATAR|CD270|HVEA|HVEM|LIGHTR|TR2	9606	Homo sapiens	-1.43	0.0154124	0.059518416	-	-	NO	BioGRID ORCS
1247	9516	ENTREZ_GENE	LITAF	PIG7|SIMPLE|TP53I7|FLJ38636	9606	Homo sapiens	-1.43	0.071913164	0.188044414	-	-	NO	BioGRID ORCS
1247	9702	ENTREZ_GENE	CEP57	MVA2|PIG8|TSP57|Translokin|KIAA0092	9606	Homo sapiens	-1.43	0.011243055	0.046300371	-	-	NO	BioGRID ORCS
1247	10437	ENTREZ_GENE	IFI30	GILT|IFI-30|IP-30|IP30	9606	Homo sapiens	-1.43	0.229648118	0.41687515	-	-	NO	BioGRID ORCS
1247	10800	ENTREZ_GENE	CYSLTR1	CYSLT1|CYSLT1R|CYSLTR|HMTMF81|CysLT(1)	9606	Homo sapiens	-1.43	0.183912046	0.359763771	-	-	NO	BioGRID ORCS
1247	10930	ENTREZ_GENE	APOBEC2	ARCD1|ARP1	9606	Homo sapiens	-1.43	0.00412237	0.020900332	-	-	NO	BioGRID ORCS
1247	27065	ENTREZ_GENE	NSG1	D4S234|D4S234E|NEEP21|P21	9606	Homo sapiens	-1.43	0.316185985	0.512978089	-	-	NO	BioGRID ORCS
1247	28679	ENTREZ_GENE	TRAV8-7	TCRAV8S7|TRAV87	9606	Homo sapiens	-1.43	0.252933236	0.442838016	-	-	NO	BioGRID ORCS
1247	29911	ENTREZ_GENE	HOOK2	HK2	9606	Homo sapiens	-1.43	0.07256604	0.189429573	-	-	NO	BioGRID ORCS
1247	54829	ENTREZ_GENE	ASPN	OS3|PLAP-1|PLAP1|SLRR1C|FLJ20129	9606	Homo sapiens	-1.43	0.070859701	0.186141694	-	-	NO	BioGRID ORCS
1247	55362	ENTREZ_GENE	TMEM63B	C6orf110|DKFZp434P0531|dJ421H19.2	9606	Homo sapiens	-1.43	0.017061827	0.064644751	-	-	NO	BioGRID ORCS
1247	55771	ENTREZ_GENE	PRR11	FLJ11029	9606	Homo sapiens	-1.43	0.014742879	0.057443219	-	-	NO	BioGRID ORCS
1247	63979	ENTREZ_GENE	FIGNL1	-	9606	Homo sapiens	-1.43	0.025654421	0.088003776	-	-	NO	BioGRID ORCS
1247	79741	ENTREZ_GENE	CCDC7	BIOT2|BioT2-A|BioT2-B|BioT2-C|C10orf68|FLJ13031|FLJ32762	9606	Homo sapiens	-1.43	0.004164003	0.021079341	-	-	NO	BioGRID ORCS
1247	79758	ENTREZ_GENE	DHRS12	SDR40C1|FLJ13639	9606	Homo sapiens	-1.43	0.00478835	0.023657446	-	-	NO	BioGRID ORCS
1247	80201	ENTREZ_GENE	HKDC1	FLJ22761|FLJ37767	9606	Homo sapiens	-1.43	0.284316031	0.478108094	-	-	NO	BioGRID ORCS
1247	83851	ENTREZ_GENE	SYT16	CHR14SYT|SYT14L|Strep14|syt14r|yt14r	9606	Homo sapiens	-1.43	0.07691209	0.196817782	-	-	NO	BioGRID ORCS
1247	91746	ENTREZ_GENE	YTHDC1	YT521|YT521-B|KIAA1966	9606	Homo sapiens	-1.43	0.150348801	0.313856825	-	-	NO	BioGRID ORCS
1247	127670	ENTREZ_GENE	TEDDM1	EDDM9|Epdd1|HE9|HEL-S-45e|TMEM45C	9606	Homo sapiens	-1.43	0.09109842	0.22132356	-	-	NO	BioGRID ORCS
1247	143879	ENTREZ_GENE	KBTBD3	BKLHD3	9606	Homo sapiens	-1.43	0.163661006	0.332172703	-	-	NO	BioGRID ORCS
1247	144717	ENTREZ_GENE	FAM109A	IPIP27A|SES1|FLJ32356	9606	Homo sapiens	-1.43	0.007445997	0.033700806	-	-	NO	BioGRID ORCS
