#IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	1247-SCORE.1	1247-SCORE.2	1247-SCORE.3	1247-SCORE.4	1247-SCORE.5	1247-HIT
22911	ENTREZ_GENE	WDR47	KIAA0893	9606	Homo sapiens	-0.45	0.301070993	0.497314115	-	-	NO
406942	ENTREZ_GENE	MIR150	MIRN150|miRNA150|mir-150	9606	Homo sapiens	-0.69	0.366948397	0.563902562	-	-	NO
4800	ENTREZ_GENE	NFYA	CBF-A|CBF-B|HAP2|NF-YA	9606	Homo sapiens	-1.54	0.039339244	0.121224767	-	-	NO
2784	ENTREZ_GENE	GNB3	CSNB1H	9606	Homo sapiens	-1.25	0.178769314	0.352550023	-	-	NO
4802	ENTREZ_GENE	NFYC	CBF-C|CBFC|H1TF2A|HAP5|HSM|NF-YC	9606	Homo sapiens	-2.03	5.28e-06	7.2e-05	-	-	NO
4638	ENTREZ_GENE	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	9606	Homo sapiens	-0.49	0.277050424	0.469881278	-	-	NO
4804	ENTREZ_GENE	NGFR	CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR	9606	Homo sapiens	-1.01	0.280705773	0.474430957	-	-	NO
2780	ENTREZ_GENE	GNAT2	ACHM4|GNATC	9606	Homo sapiens	-1.37	0.058112618	0.161190166	-	-	NO
2783	ENTREZ_GENE	GNB2	-	9606	Homo sapiens	-6.08	5.04e-10	3.37e-08	-	-	YES
4807	ENTREZ_GENE	NHLH1	HEN1|NSCL|NSCL1|bHLHa35	9606	Homo sapiens	-1.04	0.009647123	0.041174787	-	-	NO
79801	ENTREZ_GENE	SHCBP1	PAL|FLJ22009	9606	Homo sapiens	-0.55	0.955023354	0.97858599	-	-	NO
4809	ENTREZ_GENE	SNU13	15.5K|FA-1|FA1|NHP2L1|NHPX|OTK27|SNRNP15-5|SPAG12|SSFA1	9606	Homo sapiens	-8.04	8.75e-11	8.77e-09	-	-	YES
79803	ENTREZ_GENE	HPS6	BLOC2S3|FLJ22501	9606	Homo sapiens	-0.95	0.101804301	0.239576181	-	-	NO
56931	ENTREZ_GENE	DUS3L	DUS3|FLJ13896	9606	Homo sapiens	-0.87	0.04715529	0.138409106	-	-	NO
56936	ENTREZ_GENE	CCDC177	C14orf162|PLPL	9606	Homo sapiens	-2.99	4.67e-07	9.07e-06	-	-	YES
56937	ENTREZ_GENE	PMEPA1	STAG1|TMEPAI	9606	Homo sapiens	-1.18	0.228133345	0.415044524	-	-	NO
116224	ENTREZ_GENE	FAM122A	C9orf42	9606	Homo sapiens	-6.53	2.57e-10	1.98e-08	-	-	YES
116225	ENTREZ_GENE	ZMYND19	MIZIP	9606	Homo sapiens	-2.49	0.00108194	0.006969872	-	-	NO
9465	ENTREZ_GENE	AKAP7	AKAP15|AKAP18	9606	Homo sapiens	-1.79	0.113495179	0.258612224	-	-	NO
10603	ENTREZ_GENE	SH2B2	APS	9606	Homo sapiens	-1.16	0.104938198	0.244690964	-	-	NO
2079	ENTREZ_GENE	ERH	DROER	9606	Homo sapiens	-6.07	2.18e-09	1.08e-07	-	-	YES
9466	ENTREZ_GENE	IL27RA	CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1|IL-27R|WSX-1	9606	Homo sapiens	-1.03	0.092618626	0.224159047	-	-	NO
57045	ENTREZ_GENE	TWSG1	TSG	9606	Homo sapiens	-2.19	0.009368549	0.040252152	-	-	NO
10607	ENTREZ_GENE	TBL3	SAZD|UTP13	9606	Homo sapiens	-5.75	2.49e-09	1.18e-07	-	-	YES
57047	ENTREZ_GENE	PLSCR2	-	9606	Homo sapiens	-1.79	0.022475564	0.079868735	-	-	NO
57510	ENTREZ_GENE	XPO5	exp5|KIAA1291	9606	Homo sapiens	-3.99	5.59e-10	3.63e-08	-	-	YES
90233	ENTREZ_GENE	ZNF551	DKFZp686H1038	9606	Homo sapiens	-1.81	0.00419117	0.021190049	-	-	NO
2072	ENTREZ_GENE	ERCC4	ERCC11|FANCQ|RAD1|XFEPS|XPF	9606	Homo sapiens	-3.2	2.75e-05	0.000299594	-	-	YES
90231	ENTREZ_GENE	KIAA2013	RP5-1077B9.1	9606	Homo sapiens	-1.59	0.005989985	0.028298193	-	-	NO
10609	ENTREZ_GENE	P3H4	LEPREL4|NO55|NOL55|SC65	9606	Homo sapiens	-1.36	0.007308345	0.033228209	-	-	NO
9469	ENTREZ_GENE	CHST3	C6ST|C6ST1|HSD	9606	Homo sapiens	-1.63	0.00663469	0.03066742	-	-	NO
9468	ENTREZ_GENE	PCYT1B	CCTB|CTB	9606	Homo sapiens	-0.03	0.46289433	0.651649889	-	-	NO
57519	ENTREZ_GENE	STARD9	KIF16A|KIAA1300	9606	Homo sapiens	-0.28	0.416876984	0.611537831	-	-	NO
2074	ENTREZ_GENE	ERCC6	ARMD5|CKN2|COFS|COFS1|CSB|POF11|RAD26|UVSS1	9606	Homo sapiens	-1.96	0.017213295	0.065016442	-	-	NO
278U	UNKNOWN	AC012493.2	-	9606	Homo sapiens	-0.1	0.863262834	0.92862243	-	-	NO
54892	ENTREZ_GENE	NCAPG2	CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2|FLJ20311	9606	Homo sapiens	-5.45	1.2e-07	2.91e-06	-	-	YES
54891	ENTREZ_GENE	INO80D	FLJ20309	9606	Homo sapiens	-0.12	0.804893656	0.895615106	-	-	NO
55192	ENTREZ_GENE	DNAJC17	FLJ10634	9606	Homo sapiens	-1.89	0.000149561	0.001299709	-	-	NO
54897	ENTREZ_GENE	CASZ1	CAS11|CST|SRG|ZNF693|dJ734G22.1|castor|FLJ20321	9606	Homo sapiens	-0.53	0.617543387	0.772354114	-	-	NO
54896	ENTREZ_GENE	PQLC2	FLJ20320	9606	Homo sapiens	0.31	0.999908115	0.999908115	-	-	NO
54894	ENTREZ_GENE	RNF43	RNF124|SSPCS|URCC|DKFZp781H0392|FLJ20315	9606	Homo sapiens	-1.71	0.014386195	0.056316829	-	-	NO
54545	ENTREZ_GENE	MTMR12	3-PAP|PIP3AP|FLJ20476|KIAA1682|3PAP	9606	Homo sapiens	0.72	0.14394955	0.304400932	-	-	NO
54544	ENTREZ_GENE	CRCT1	C1orf42|NICE-1|NICE1	9606	Homo sapiens	-0.55	0.738289492	0.853688584	-	-	NO
54899	ENTREZ_GENE	PXK	MONAKA|SLOB|FLJ20335	9606	Homo sapiens	-1.54	0.021014389	0.075876439	-	-	NO
54546	ENTREZ_GENE	RNF186	FLJ20225	9606	Homo sapiens	-0.73	0.087300342	0.21475755	-	-	NO
54541	ENTREZ_GENE	DDIT4	Dig2|REDD-1|REDD1|FLJ20500|RTP801	9606	Homo sapiens	-0.62	0.543233122	0.716901366	-	-	NO
952	ENTREZ_GENE	CD38	ADPRC 1|ADPRC1	9606	Homo sapiens	-0.24	0.301340218	0.497515627	-	-	NO
54543	ENTREZ_GENE	TOMM7	TOM7	9606	Homo sapiens	-0.7	0.016476574	0.062947187	-	-	NO
54542	ENTREZ_GENE	RC3H2	MNAB|RNF164|FLJ20301|FLJ20713	9606	Homo sapiens	-3.46	4.52e-07	8.86e-06	-	-	YES
8970	ENTREZ_GENE	HIST1H2BJ	H2B/r|H2BFR|H2BJ	9606	Homo sapiens	-1.37	0.088005596	0.215947956	-	-	NO
267020	ENTREZ_GENE	ATP5L2	ATP5K2|dJ222E13.5	9606	Homo sapiens	-0.58	0.250171433	0.440354575	-	-	NO
8971	ENTREZ_GENE	H1FX	H1.10|H1X	9606	Homo sapiens	0.09	0.846560042	0.918841372	-	-	NO
28914	ENTREZ_GENE	IGKV3-11	IGKV311|L6	9606	Homo sapiens	0.41	0.674893076	0.812360751	-	-	NO
400629	ENTREZ_GENE	TEX19	FLJ35767	9606	Homo sapiens	1.01	0.190222397	0.368003778	-	-	NO
8972	ENTREZ_GENE	MGAM	MG|MGA	9606	Homo sapiens	-0.32	0.605730643	0.763694196	-	-	NO
207U	UNKNOWN	KB-1507C5.2	-	9606	Homo sapiens	-1.86	0.023454355	0.082337304	-	-	NO
8973	ENTREZ_GENE	CHRNA6	CHNRA6	9606	Homo sapiens	-0.75	0.934124834	0.966871254	-	-	NO
120939	ENTREZ_GENE	TMEM52B	C12orf59|FLJ31166	9606	Homo sapiens	-1.2	0.074441462	0.192912676	-	-	NO
23586	ENTREZ_GENE	DDX58	RIG-I|RIGI|RLR-1|SGMRT2|DKFZp434J1111|FLJ13599	9606	Homo sapiens	-0.18	0.647102641	0.794872748	-	-	NO
8974	ENTREZ_GENE	P4HA2	MYP25|C-P4Halpha(II)	9606	Homo sapiens	0.42	0.106234185	0.246834624	-	-	NO
120935	ENTREZ_GENE	CCDC38	FLJ40089	9606	Homo sapiens	-0.57	0.652241097	0.798079365	-	-	NO
23585	ENTREZ_GENE	TMEM50A	IFNRC|SMP1	9606	Homo sapiens	1.84	0.023913033	0.083609899	-	-	NO
1185	ENTREZ_GENE	CLCN6	CLC-6|KIAA0046	9606	Homo sapiens	0.75	0.048085591	0.140183625	-	-	NO
255043	ENTREZ_GENE	TMEM86B	-	9606	Homo sapiens	-0.91	0.207867651	0.390393683	-	-	NO
9793	ENTREZ_GENE	CKAP5	CHTOG|MSPS|TOG|TOGp|ch-TOG|KIAA0097	9606	Homo sapiens	-5.1	4.78e-10	3.24e-08	-	-	YES
9792	ENTREZ_GENE	SERTAD2	Sei-2|TRIP-Br2|KIAA0127	9606	Homo sapiens	-0.59	0.131224492	0.285741581	-	-	NO
9791	ENTREZ_GENE	PTDSS1	LMHD|PSS1|PSSA|KIAA0024	9606	Homo sapiens	-3.15	0.000310178	0.002424679	-	-	YES
9790	ENTREZ_GENE	BMS1	ACC|BMS1L|KIAA0187	9606	Homo sapiens	-0.99	0.007924269	0.035408646	-	-	NO
9796	ENTREZ_GENE	PHYHIP	DYRK1AP3|PAHX-AP|PAHXAP1|KIAA0273	9606	Homo sapiens	-0.28	0.339973219	0.536932666	-	-	NO
9794	ENTREZ_GENE	MAML1	Mam-1|Mam1|KIAA0200	9606	Homo sapiens	-1.07	0.073122255	0.19053331	-	-	NO
5731	ENTREZ_GENE	PTGER1	EP1	9606	Homo sapiens	-0.07	0.702257703	0.82943562	-	-	NO
388695	ENTREZ_GENE	LYSMD1	SB145|RP11-68I18.5	9606	Homo sapiens	0.32	0.687305782	0.819961006	-	-	NO
9798	ENTREZ_GENE	IST1	OLC1|KIAA0174	9606	Homo sapiens	-3.98	4.36e-08	1.23e-06	-	-	YES
52	ENTREZ_GENE	ACP1	HAAP|LMW-PTP|LMWPTP	9606	Homo sapiens	0.97	0.104648491	0.244328814	-	-	NO
254048	ENTREZ_GENE	UBN2	KIAA2030|FLJ25778	9606	Homo sapiens	1.07	0.255379208	0.445676614	-	-	NO
768211	ENTREZ_GENE	RELL1	-	9606	Homo sapiens	0.73	0.156166294	0.32177942	-	-	NO
113763	ENTREZ_GENE	ZBED6CL	C7orf29	9606	Homo sapiens	-0.67	0.059554163	0.164504082	-	-	NO
84665	ENTREZ_GENE	MYPN	CMD1DD|CMH22|MYOP|NEM11|RCM4	9606	Homo sapiens	-0.66	0.312171765	0.509067576	-	-	NO
54768	ENTREZ_GENE	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31|KIAA1864|DKFZp434D0513	9606	Homo sapiens	-1.03	0.166721297	0.33630173	-	-	NO
84667	ENTREZ_GENE	HES7	SCDO4|bHLHb37	9606	Homo sapiens	0.05	0.401065369	0.597370809	-	-	NO
84666	ENTREZ_GENE	RETNLB	FIZZ1|FIZZ2|HXCP2|RELM-beta|RELMb|RELMbeta|XCP2	9606	Homo sapiens	-0.87	0.163800373	0.332421827	-	-	NO
84661	ENTREZ_GENE	DPY30	Cps25|HDPY-30|Saf19	9606	Homo sapiens	-1.49	0.008140602	0.036125049	-	-	NO
5733	ENTREZ_GENE	PTGER3	EP3|EP3-I|EP3-II|EP3-III|EP3-IV|EP3-VI|EP3e|PGE2-R	9606	Homo sapiens	-1.1	0.369896733	0.567163954	-	-	NO
84662	ENTREZ_GENE	GLIS2	NKL|NPHP7	9606	Homo sapiens	-1.63	0.001199503	0.007580675	-	-	NO
54093	ENTREZ_GENE	SETD4	C21orf18|C21orf27	9606	Homo sapiens	0.29	0.539592002	0.713744901	-	-	NO
54760	ENTREZ_GENE	PCSK4	PC4|SPC5|DKFZp434B217	9606	Homo sapiens	-0.86	0.192846733	0.371535146	-	-	NO
54763	ENTREZ_GENE	ROPN1	CT91|ODF6|RHPNAP1|ROPN1A|ropporin	9606	Homo sapiens	0.73	0.382442674	0.579606162	-	-	NO
54762	ENTREZ_GENE	GRAMD1C	DKFZp434C0328	9606	Homo sapiens	-0.93	0.195050052	0.374644053	-	-	NO
84669	ENTREZ_GENE	USP32	NY-REN-60|USP10	9606	Homo sapiens	-1.38	0.076404085	0.196000798	-	-	NO
54764	ENTREZ_GENE	ZRANB1	TRABID	9606	Homo sapiens	-1.54	0.002572135	0.014282812	-	-	NO
54766	ENTREZ_GENE	BTG4	APRO3|PC3B	9606	Homo sapiens	-0.41	0.837538609	0.913684865	-	-	NO
11317	ENTREZ_GENE	RBPJL	RBPL|RBPSUHL|SUHL|RBP-L	9606	Homo sapiens	0.72	0.438033522	0.630092677	-	-	NO
11316	ENTREZ_GENE	COPE	epsilon-COP	9606	Homo sapiens	-0.57	0.003265854	0.017294495	-	-	NO
91120	ENTREZ_GENE	ZNF682	BC39498_3	9606	Homo sapiens	-0.73	0.186749843	0.363218544	-	-	NO
950U	UNKNOWN	AC000003.2	-	9606	Homo sapiens	-0.23	0.863240201	0.92862243	-	-	NO
11315	ENTREZ_GENE	PARK7	DJ-1|DJ1|GATD2|HEL-S-67p	9606	Homo sapiens	0.1	0.751500078	0.862531168	-	-	NO
79971	ENTREZ_GENE	WLS	C1orf139|EVI|GPR177|MRP|mig-14|FLJ23091	9606	Homo sapiens	0.59	0.566093038	0.734132978	-	-	NO
340267	ENTREZ_GENE	COL28A1	COL28	9606	Homo sapiens	0.32	0.505134629	0.685674566	-	-	NO
347344	ENTREZ_GENE	ZNF81	HFZ20|MRX45|dJ54B20.6	9606	Homo sapiens	-0.2	0.6772083	0.813887316	-	-	NO
57690	ENTREZ_GENE	TNRC6C	FLJ20015|KIAA1582	9606	Homo sapiens	0.0	0.583599763	0.747457639	-	-	NO
5739	ENTREZ_GENE	PTGIR	IP|PRIPR	9606	Homo sapiens	0.59	0.055250558	0.155385395	-	-	NO
54704	ENTREZ_GENE	PDP1	PDH|PDP|PDPC|PPM2A|PPM2C	9606	Homo sapiens	0.66	0.761373459	0.868381718	-	-	NO
9360	ENTREZ_GENE	PPIG	CARS-Cyp|CYP|SCAF10|SRCyp	9606	Homo sapiens	-0.1	0.901430168	0.94982584	-	-	NO
8209	ENTREZ_GENE	C21orf33	ES1|GATD3|GT335|HES1|KNPH|KNPI|KNP-I|D21S2048E|KNP-Ia	9606	Homo sapiens	0.06	0.856681457	0.924681761	-	-	NO
5738	ENTREZ_GENE	PTGFRN	CD315|CD9P-1|EWI-F|FPRP|SMAP-6|KIAA1436|FLJ11001	9606	Homo sapiens	0.0	0.51172469	0.690914714	-	-	NO
831U	UNKNOWN	AL022328.1	-	9606	Homo sapiens	1.01	0.473186131	0.660525593	-	-	NO
23589	ENTREZ_GENE	CARHSP1	CRHSP-24|CRHSP24|CSDC1	9606	Homo sapiens	-0.33	0.493397036	0.675965294	-	-	NO
728858	ENTREZ_GENE	C12orf71	LOC728858	9606	Homo sapiens	-0.61	0.311648264	0.508485151	-	-	NO
163351	ENTREZ_GENE	GBP6	DKFZp686G0786	9606	Homo sapiens	0.96	0.315075245	0.51184049	-	-	NO
202374	ENTREZ_GENE	STK32A	YANK1	9606	Homo sapiens	-0.48	0.172200358	0.343733015	-	-	NO
133558	ENTREZ_GENE	MROH2B	HEATR7B2|SPIF|FLJ40243|DKFZp781F0822	9606	Homo sapiens	0.41	0.304027738	0.500563083	-	-	NO
54769	ENTREZ_GENE	DIRAS2	Di-Ras2|DKFZp761C07121	9606	Homo sapiens	0.25	0.811361711	0.899683291	-	-	NO
51018	ENTREZ_GENE	RRP15	CGI-115|KIAA0507	9606	Homo sapiens	-0.77	0.082663468	0.207043756	-	-	NO
51135	ENTREZ_GENE	IRAK4	IPD1|IRAK-4|NY-REN-64|REN64	9606	Homo sapiens	0.44	0.668404546	0.808189404	-	-	NO
157869	ENTREZ_GENE	SBSPON	C8orf84|RPESP	9606	Homo sapiens	-1.64	0.001831908	0.010792819	-	-	NO
51019	ENTREZ_GENE	WASHC3	CCDC53|CGI-116	9606	Homo sapiens	-0.85	0.067727366	0.180401814	-	-	NO
728577	ENTREZ_GENE	CNTNAP3B	-	9606	Homo sapiens	1.38	0.278107885	0.471238389	-	-	NO
225689	ENTREZ_GENE	MAPK15	ERK7|ERK8	9606	Homo sapiens	-1.47	0.135234981	0.292088861	-	-	NO
133923	ENTREZ_GENE	ZNF474	4933409D10Rik|FLJ32921	9606	Homo sapiens	0.52	0.666582212	0.807036094	-	-	NO
57007	ENTREZ_GENE	ACKR3	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	9606	Homo sapiens	-0.89	0.059394699	0.16410894	-	-	NO
390059	ENTREZ_GENE	OR51M1	HOR5'Beta7|OR11-40	9606	Homo sapiens	-0.74	0.09724976	0.231997216	-	-	NO
7080	ENTREZ_GENE	NKX2-1	BCH|BHC|NK-2|NKX2.1|NKX2A|NMTC1|T/EBP|TEBP|TITF1|TTF-1|TTF1	9606	Homo sapiens	-6.08	3.72e-08	1.07e-06	-	-	YES
7083	ENTREZ_GENE	TK1	TK2	9606	Homo sapiens	-2.13	0.001564191	0.009475176	-	-	NO
7082	ENTREZ_GENE	TJP1	ZO-1|DKFZp686M05161	9606	Homo sapiens	0.27	0.421900831	0.615880349	-	-	NO
7084	ENTREZ_GENE	TK2	MTDPS2|MTTK|PEOB3|SCA31	9606	Homo sapiens	-1.19	0.08270424	0.207078885	-	-	NO
7087	ENTREZ_GENE	ICAM5	TLCN|TLN	9606	Homo sapiens	0.07	0.667000966	0.807296853	-	-	NO
7086	ENTREZ_GENE	TKT	HEL-S-48|HEL107|SDDHD|TK|TKT1	9606	Homo sapiens	-3.92	7.48e-08	1.95e-06	-	-	YES
7089	ENTREZ_GENE	TLE2	ESG|ESG2|GRG2|FLJ41188	9606	Homo sapiens	-0.87	0.128005075	0.280502958	-	-	NO
7088	ENTREZ_GENE	TLE1	ESG|ESG1|GRG1	9606	Homo sapiens	-3.9	1.58e-06	2.54e-05	-	-	YES
9808	ENTREZ_GENE	KIAA0087	-	9606	Homo sapiens	-0.3	0.327861389	0.524179766	-	-	NO
390054	ENTREZ_GENE	OR52A5	OR11-33	9606	Homo sapiens	-1.14	0.032146356	0.10433907	-	-	NO
388228	ENTREZ_GENE	SBK1	SBK	9606	Homo sapiens	-0.64	0.583402108	0.747421293	-	-	NO
401934	ENTREZ_GENE	RNF223	-	9606	Homo sapiens	-0.89	0.45020264	0.640761392	-	-	NO
63916	ENTREZ_GENE	ELMO2	CED-12|CED12|Ced-12A|ELMO-2|VMPI|FLJ11656|KIAA1834	9606	Homo sapiens	0.44	0.299499239	0.495473383	-	-	NO
132430	ENTREZ_GENE	PABPC4L	-	9606	Homo sapiens	-0.6	0.120651688	0.269860938	-	-	NO
27433	ENTREZ_GENE	TOR2A	TORP1|FLJ14771	9606	Homo sapiens	0.25	0.86446254	0.929283478	-	-	NO
81550	ENTREZ_GENE	TDRD3	FLJ21007	9606	Homo sapiens	1.32	0.017702447	0.066512238	-	-	NO
9805	ENTREZ_GENE	SCRN1	SES1|KIAA0193	9606	Homo sapiens	-0.22	0.564048966	0.732622483	-	-	NO
256006	ENTREZ_GENE	ANKRD31	FLJ40191	9606	Homo sapiens	-0.67	0.854038116	0.923099792	-	-	NO
6495	ENTREZ_GENE	SIX1	BOS3|DFNA23|TIP39	9606	Homo sapiens	-1.56	0.126004962	0.277580172	-	-	NO
6494	ENTREZ_GENE	SIPA1	SPA1	9606	Homo sapiens	-1.53	0.209608539	0.392777841	-	-	NO
6497	ENTREZ_GENE	SKI	SGS|SKV	9606	Homo sapiens	-1.9	0.011680092	0.047752018	-	-	NO
6496	ENTREZ_GENE	SIX3	HPE2	9606	Homo sapiens	-1.48	0.249440782	0.439532771	-	-	NO
8174	ENTREZ_GENE	MADCAM1	MACAM1	9606	Homo sapiens	-1.86	0.019967521	0.072912809	-	-	NO
8175	ENTREZ_GENE	SF3A2	PRP11|PRPF11|SAP62|SF3a66	9606	Homo sapiens	-4.11	7.34e-11	7.85e-09	-	-	YES
6493	ENTREZ_GENE	SIM2	HMC13F06|HMC29C01|SIM|bHLHe15	9606	Homo sapiens	-1.99	0.005451182	0.026246529	-	-	NO
6492	ENTREZ_GENE	SIM1	bHLHe14	9606	Homo sapiens	-1.19	0.041097946	0.125483972	-	-	NO
8178	ENTREZ_GENE	ELL	C19orf17|ELL1|MEN|PPP1R68	9606	Homo sapiens	-3.45	6.97e-06	9.13e-05	-	-	YES
51014	ENTREZ_GENE	TMED7	CGI-109|p24g3|p24gamma3|p27|FLJ90481	9606	Homo sapiens	-1.2	0.240804349	0.429921764	-	-	NO
79656	ENTREZ_GENE	BEND5	C1orf165|FLJ11588	9606	Homo sapiens	1.01	0.255222849	0.445502491	-	-	NO
79657	ENTREZ_GENE	RPAP3	FLJ21908|spag	9606	Homo sapiens	-3.31	5.58e-08	1.53e-06	-	-	YES
79650	ENTREZ_GENE	USB1	C16orf57|HVSL1|Mpn1|PN|hUsb1|FLJ13154	9606	Homo sapiens	-1.42	0.006773231	0.0312311	-	-	NO
79651	ENTREZ_GENE	RHBDF2	RHBDL5|RHBDL6|TEC|TOC|TOCG|iRhom2|FLJ22341	9606	Homo sapiens	-0.85	0.179486706	0.353513486	-	-	NO
91782	ENTREZ_GENE	CHMP7	-	9606	Homo sapiens	-1.12	0.033627868	0.107985042	-	-	NO
7581	ENTREZ_GENE	ZNF33A	KOX2|KOX31|KOX5|NF11A|ZNF11|ZNF11A|ZNF33|ZZAPK|FLJ23404|KIAA0065	9606	Homo sapiens	0.09	0.764051073	0.869795916	-	-	NO
6949	ENTREZ_GENE	TCOF1	MFD1|TCS|TCS1|treacle	9606	Homo sapiens	-2.66	8.56e-05	0.000803255	-	-	YES
136U	UNKNOWN	AC135983.2	-	9606	Homo sapiens	-2.47	0.000206034	0.001713036	-	-	NO
51540	ENTREZ_GENE	SCLY	SCL|hSCL	9606	Homo sapiens	-1.8	0.001106959	0.007096749	-	-	NO
47U	UNKNOWN	AC002451.1	-	9606	Homo sapiens	-8.82	3.3e-10	2.45e-08	-	-	YES
6943	ENTREZ_GENE	TCF21	POD1|bHLHa23	9606	Homo sapiens	-1.19	0.058043976	0.161064407	-	-	NO
6942	ENTREZ_GENE	TCF20	AR1|SPBP|TCF-20	9606	Homo sapiens	-1.82	0.020361651	0.073985086	-	-	NO
6941	ENTREZ_GENE	TCF19	SC1|TCF-19	9606	Homo sapiens	-1.36	0.020554268	0.074551632	-	-	NO
729085	ENTREZ_GENE	FAM198A	C3orf41|DKFZP434B172	9606	Homo sapiens	-0.44	0.465794375	0.654304484	-	-	NO
6947	ENTREZ_GENE	TCN1	HC|TC-1|TC1|TCI	9606	Homo sapiens	-1.71	0.090056091	0.219391034	-	-	NO
6945	ENTREZ_GENE	MLX	MAD7|MXD7|TCFL4|TF4|bHLHd13	9606	Homo sapiens	-1.37	0.037330885	0.116690381	-	-	NO
6944	ENTREZ_GENE	VPS72	CFL1|Swc2|TCFL1|YL-1|YL1	9606	Homo sapiens	-1.51	0.003875351	0.019884915	-	-	NO
114815	ENTREZ_GENE	SORCS1	hSorCS	9606	Homo sapiens	0.17	0.625372175	0.778712855	-	-	NO
89876	ENTREZ_GENE	MAATS1	AAT1|AAT1alpha|C3orf15|CFAP91|CaM-IP2|SPATA26	9606	Homo sapiens	0.46	0.239496104	0.428448208	-	-	NO
839U	UNKNOWN	RP11-385D13.1	-	9606	Homo sapiens	-0.68	0.064428542	0.174166976	-	-	NO
5156	ENTREZ_GENE	PDGFRA	CD140A|PDGFR-2|PDGFR2|GAS9	9606	Homo sapiens	0.51	0.887881803	0.941935345	-	-	NO
92106	ENTREZ_GENE	OXNAD1	-	9606	Homo sapiens	-0.05	0.912586591	0.954645042	-	-	NO
26762	ENTREZ_GENE	HAVCR1	CD365|HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1	9606	Homo sapiens	-1.05	0.482094129	0.667078694	-	-	NO
114818	ENTREZ_GENE	KLHL29	KBTBD9|KIAA1921	9606	Homo sapiens	-1.05	0.15316288	0.317767685	-	-	NO
121549	ENTREZ_GENE	ASCL4	HASH4|bHLHa44	9606	Homo sapiens	0.64	0.225576795	0.412344236	-	-	NO
147040	ENTREZ_GENE	KCTD11	C17orf36|KCASH1|REN|REN/KCTD11	9606	Homo sapiens	-0.12	0.665326576	0.806534338	-	-	NO
27439	ENTREZ_GENE	CECR6	-	9606	Homo sapiens	-0.38	0.595795052	0.756509898	-	-	NO
148979	ENTREZ_GENE	GLIS1	FLJ36155	9606	Homo sapiens	-0.4	0.354114892	0.550869875	-	-	NO
728U	UNKNOWN	AC119673.1	-	9606	Homo sapiens	0.08	0.657021406	0.800890029	-	-	NO
100533177	ENTREZ_GENE	KRTAP29-1	KAP29.2	9606	Homo sapiens	-0.14	0.760715465	0.868074327	-	-	NO
9500	ENTREZ_GENE	MAGED1	DLXIN-1|NRAGE	9606	Homo sapiens	-0.21	0.546943912	0.71985062	-	-	NO
89872	ENTREZ_GENE	AQP10	AQPA_HUMAN	9606	Homo sapiens	0.35	0.43487711	0.627719821	-	-	NO
144535	ENTREZ_GENE	CFAP54	C12orf55|C12orf63|FLJ44112|FLJ31514	9606	Homo sapiens	-2.04	0.030182209	0.099772433	-	-	NO
9415	ENTREZ_GENE	FADS2	D6D|DES6|FADSD6|LLCDL2|SLL0262|TU13	9606	Homo sapiens	-1.59	0.014458764	0.05652345	-	-	NO
8398	ENTREZ_GENE	PLA2G6	CaI-PLA2|GVI|INAD1|IPLA2-VIA|NBIA2|NBIA2A|NBIA2B|PARK14|PLA2|PNPLA9|iPLA2|iPLA2beta	9606	Homo sapiens	-1.08	0.101437378	0.239022132	-	-	NO
8399	ENTREZ_GENE	PLA2G10	GXPLA2|GXSPLA2|SPLA2|sPLA2-X	9606	Homo sapiens	-0.51	0.330558621	0.52695602	-	-	NO
144245	ENTREZ_GENE	ALG10B	ALG10|KCR1	9606	Homo sapiens	-1.32	0.004753657	0.023557402	-	-	NO
333929	ENTREZ_GENE	SNAI3	SMUC|SNAIL3|ZNF293|Zfp293	9606	Homo sapiens	-2.77	5.22e-05	0.00052059	-	-	YES
8394	ENTREZ_GENE	PIP5K1A	-	9606	Homo sapiens	-1.36	0.010908442	0.045291777	-	-	NO
8395	ENTREZ_GENE	PIP5K1B	MSS4|STM7	9606	Homo sapiens	-1.16	0.16726943	0.336999447	-	-	NO
8396	ENTREZ_GENE	PIP4K2B	PI5P4KB|PIP5K2B|PIP5KIIB|PIP5KIIbeta|PIP5P4KB	9606	Homo sapiens	-0.51	0.425219546	0.618692429	-	-	NO
89870	ENTREZ_GENE	TRIM15	RNF93|ZNF178|ZNFB7	9606	Homo sapiens	0.59	0.232248631	0.420009372	-	-	NO
8390	ENTREZ_GENE	OR1G1	OR17-130|OR17-209|OR1G2	9606	Homo sapiens	-2.13	0.001223699	0.007706797	-	-	NO
